uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0711,OK,833154,Baryogenesis,"Shaposhnikov, M.",1,2009,2009,,,"J. Phys. Conf. Ser. 171, 012005",36,35,conference paper,"j+J.Phys.Conf.Ser.,171,012005","Shaposhnikov 2009, autor unico, artigo de anais de conferencia. Titulo e journal batem exatamente."
U0712,OK,826179,Ultra-violet wavelength shift for undoped CaF2 scintillation detector by two phase of liquid scintillator system in CANDLES,"Yoshida, S.",9,2009,2009,,,"Nucl. Instrum. Meth. A 601, 282-293",21,8,article,"j+Nucl.Instrum.Meth.A,601,282",Yoshida et al. (CANDLES) 2009. Titulo (CaF_2 no INSPIRE vs 'CaF 2' no raw) e journal batem.
U0713,OK,864773,Operator Evolution via the Similarity Renormalization Group I: The Deuteron,"Anderson, E.R.",4,2010,2010-08,,,"Phys. Rev. C 82, 054001",78,53,article,"j+Phys.Rev.C,82,054001","Anderson, Bogner, Furnstahl, Perry 2010. Titulo e journal batem exatamente."
U0714,OK,854363,Probing New Physics Models of Neutrinoless Double Beta Decay with SuperNEMO,"Arnold, R.",,2010,2010-05,,,"Eur. Phys. J. C 70, 927",303,204,article,"j+Eur.Phys.J.C,70,927","Arnold et al. (SuperNEMO) 2010. Titulo e journal batem exatamente. Raw diz apenas 'et al.', n_autores em branco."
U0715,OK,855330,Neutrinoless double beta decay in seesaw models,"Blennow, M.",4,2010,2010-05,,,"JHEP 07, 096",233,212,article,"j+JHEP,1007,096","Blennow, Fernandez-Martinez, Lopez-Pavon, Menendez 2010. Titulo e journal batem exatamente; codigo INSPIRE do JHEP usa formato ano-mes (1007=jul/2010)."
U0716,OK,866001,Double-beta decay Q value of Nd-150,"Kolhinen, V.S.",,2010,2010-08,,,"Phys. Rev. C 82, 022501",40,35,article,"j+Phys.Rev.C,82,022501","Kolhinen et al. 2010. Titulo e journal batem exatamente. Raw diz 'et al.', n_autores em branco."
U0717,OK,851294,Double-beta-decay Q values of Se-74 and Ge-76,"Mount, B.J.",3,2010,2010-03,,,"Phys. Rev. C81, 032501",98,95,article,"j+Phys.Rev.C,81,032501","Mount, Redshaw, Myers 2010. Titulo e journal batem exatamente."
U0718,OK,866746,Energy density functional study of nuclear matrix elements for neutrinoless ββ decay,"Rodriguez, T.R.",2,2010,2010-08,,,"Phys. Rev. Lett. 105, 252503",492,477,article,"j+Phys.Rev.Lett.,105,252503","Rodriguez, Martinez-Pinedo 2010. Titulo e journal batem exatamente. Referencia mais citada do bloco B36."
U0719,OK,875692,Effects of orbital occupancies and spin-orbit partners on 0 nu beta beta-decay rates,"Suhonen, J.",2,2010,2010,,,"Nucl. Phys. A 847, 207-232",88,61,article,"j+Nucl.Phys.A,847,207","Suhonen, Civitarese 2010. Titulo e journal batem exatamente."
U0720,NAO_ENCONTRADO,,,"Fernandes, E.A.D.N.",,,,,,"Spectrochimica Acta Part B: Atomic Spectroscopy 66, 193-241",,,article,t+neutron+activation+analysis+primary+method+measurement ; t+neutron+activation+analysis,"Spectrochimica Acta Part B e periodico de quimica analitica, fora do escopo de cobertura do INSPIRE-HEP (fisica de particulas/nuclear teorica e experimental). Duas buscas por titulo nao retornaram o artigo (TOTAL=0 na busca completa; TOTAL=62 na busca reduzida, nenhum resultado correspondente ao raw). NAO_ENCONTRADO e o resultado esperado, nao falha de busca."
