uid,status,inspire_id,titulo_inspire,primeiro_autor,n_autores,ano_inspire,data_inspire,arxiv,doi,journal,citacoes,citacoes_sem_auto,tipo_doc,query_usada,obs
U0651,OK,380757,Why isn't every physicist a Bayesian?,"Cousins, R.D.",1,1994,1994-09,,,"Am. J. Phys. 63, 398",149,147,article,"j+Am.J.Phys.,63,398","earliest_date 1994-09 (preprint/publicacao antecipada), raw cita 1995; dentro da tolerancia de +-1 ano. Titulo e journal batem exatamente."
U0652,OK,1673806,Long Baseline Neutrino Oscillation Experiment at the AGS Approved by the HENPAC as AGS Experiment 889,"Beavis, D. et al.",,1995,1995-04-01,,,"BNL-52459",47,40,report,"r+BNL-52459","Numero de relatorio BNL-52459 bate exatamente e ano bate (1995). O raw cita '(E899)'; o documento no INSPIRE e do AGS Experiment 889 (E889) -- muito provavel erro de digitacao (transposicao 899/889) na bibliografia original, ja que o relatorio BNL-52459 e univocamente o proposal do E889 de neutrinos de longa linha de base. Mantido como OK pelo identificador de relatorio unico."
U0653,OK,400302,The Research of double beta decay of Cd-116 with enriched Cd-116WO-4 crystal scintillators,"Danevich, F.A. et al.",8,1995,1995,,,"Phys. Lett. B 344, 72-78",104,55,article,"j+Phys.Lett.B,344,72","Titulo e journal batem exatamente com o raw (Danevich, Georgadze, Kobychev, Kropivyansky, Kuts, Nikolaiko, Tretyak, Zdesenko 1995)."
U0654,OK,377498,Two neutrino double beta decay measurement of Mo-100,"Dassie, D. et al.",,1994,1994-06,,,"Phys. Rev. D 51, 2090-2100",106,59,article,"j+Phys.Rev.D,51,2090","NEMO collaboration. earliest_date 1994-06, raw cita 1995; dentro da tolerancia de +-1 ano. Titulo e journal batem exatamente."
U0655,OK,404362,Double beta decays of Cd-116,"Ejiri, H. et al.",,1995,1995,,,"J. Phys. Soc. Jap. 64, 339-343",53,34,article,"j+J.Phys.Soc.Jap.,64,339","Busca por titulo sozinha deu 3 resultados ambiguos com o mesmo titulo (386240/1994, 404362/1995, 435651/1996); desambiguado por journal exato (J.Phys.Soc.Jap.,64,339), que aponta para 404362 (1995), batendo com o raw."
U0656,OK,2735458,An application of electrothermal feedback for high resolution cryogenic particle detection,"Irwin, K.D.",1,1995,1995-04-10,,10.1063/1.113674,"Applied Physics Letters 66 (15)",229,203,article,"doi:10.1063/1.113674","DOI bate exatamente. Titulo e ano batem com o raw (Irwin 1995)."
U0657,OK,378141,Determination of the atmospheric neutrino spectra with the Frejus detector,"Daum, K. et al.",,1995,1994,,,"Z. Phys. C66, 417",427,404,article,"j+Z.Phys.C,66,417","Frejus collaboration. earliest_date 1994, raw cita 1995; dentro da tolerancia de +-1 ano. Journal bate exatamente; titulo consistente com medida do espectro de neutrinos atmosfericos do Frejus."
U0658,OK,406729,Double beta decay of Ca-48 revisited,"Poves, A., Bahukutumbi, R.P., Langanke, K. and Vogel, P.",4,1995,1995,,,"Phys. Lett. B 361, 1-4",31,27,article,"j+Phys.Lett.B,361,1","Titulo (48Ca / Ca-48) e journal batem exatamente com o raw."
U0659,OK,432186,Double-beta decay of Cd-116,"Arnold, R. et al.",,1996,1996,,,"Z. Phys. C 72, 239-247",86,38,article,"j+Z.Phys.C,72,239","NEMO collaboration. Titulo e journal batem exatamente com o raw."
U0660,OK,424743,Solar neutrino data covering solar cycle 22,"Fukuda, Y. et al.",,1996,1996-08,,,"Phys. Rev. Lett. 77, 1683",1309,1241,article,"j+Phys.Rev.Lett.,77,1683","Kamiokande. Journal e ano batem exatamente; titulo consistente com o resultado solar da colaboracao Kamiokande publicado em PRL 77, 1683 (1996)."
